author,date,address,bank,rating,review_title_by_user,review,bank_image,rating_title_by_user,useful_count
ANONYMOUS,"Dec 18, 2019",Chennai,review,5,"""Good Account""","I have opened the savings account from Indian Bank. I'm not using this account much hence I'm holding only the required minimum balance amount. In my native place, i have opened this account.  I am not experienced of their Internet banking and mobile app.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,0
ANONYMOUS,"Dec 18, 2019",Chennai,Axis Bank,5,"""Service is good but more hidden charges""","Axis bank is charging consulting charges for the withdrawal and deposit if i do more than 4 times in a month that too i am able to use this option with in 9 AM to 4 PM if i do any transaction post that, they are charging a money of Rs. 500 excluding GST charges. The reason for holding an account with this bank, I'm receiving Axis cheque from my client which will be processed in 4 hours. Earlier the minimum balance charge was Rs. 3000 and now they have increased upto Rs. 5000.",https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0
ANONYMOUS,"Dec 18, 2019",Hyderabad,Axis Bank,5,"""Safe guarding my bread and butter money""","Recently, i have opened the salary account from Axis bank. The executive came to my office to open this account. For the fund transfer, there is no additional charges. In Axis bank, they are charging Rs. 21 for the SMS notification charges which can be avoided since its a salary account.  Its easy to use the Internet banking facility.",https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0
KUMAR,"Dec 18, 2019",Chennai,HDFC Bank,4,"""Good service""","I  am holding the salary account with HDFC bank for past 8 years. I am using debit card the annual charge is Rs.850. If I make more than 5 IMPS transaction,they charge around Rs.7. In ATM, each 5 transactions are free in other and same Bank ATM further they will charge around Rs.23.75.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Great!,1
ALI,"Dec 17, 2019",Hyderabad,Axis Bank,5,"""Very Good Account""",I am using Axis bank savings account for last 3 years. They are not taking any kind of hidden charges. I need to maintain a minimum balance of Rs. 10000. Actually my friend suggested me that bank is good compared to other private banks. The employee will understand each and every need of the customer in the branch. Net banking facility is really good.,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0
BHASKAR,"Dec 17, 2019",Agra,SBI,5,"""Excellent Service""",I have State Bank Of India saving account for the past9 years .I am using net banking service  and mobile banking service for shopping and money transfer .Customer service is also good  and not faced any fraudulent transaction so far.Each and every transaction is safe and secure.,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0
CHRISTOBER,"Dec 17, 2019",Chennai,HDFC Bank,5,"""Good Bank ""","Its been more than 8 years since i am having a salary account from HDFC. Its a zero balance account. Its clear to use the Internet banking and mobile app. There is no additional charges for other bank ATM withdrawals. When i visited the branch, the service was good.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0
S Reddy,"Dec 17, 2019",Bangalore,HDFC Bank,4,"""Good Service""",I am using HDFC Bank Salary account for the past 4 years .I am using net banking service it is used for credit card bill payment .Customer service is also good and there was no difficulties faced and banking service is much comfortable .There was no fraudulent transaction happened so far.,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Great!,0
ANONYMOUS,"Dec 17, 2019",Madurai,Axis Bank,5,"""Very Good Service""",Opened the salary account 6 years back with Axis bank. The service has been really good. I need to maintain a minimum balance of Rs. 2000. There is an additional charges for transferring the money via IMPS and RTGS account. They are deducting the money if i withdraw the money from other ATMs.,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0
ANONYMOUS,"Dec 17, 2019",Coimbatore,Kotak,5,"""Excellent Service""","2 years back, i have opened the savings account from Kotak Mahindra bank because i have a demat account with them. I need to maintain a minimum balance of Rs. 25000. I'm using their net banking facility and the options are easily understandable. They don't deduct any charges even if i withdraw the money from other bank ATMs.",https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Blown Away!,0
ANONYMOUS,"Dec 17, 2019",Coimbatore,HDFC Bank,4,"""Nice banking""",Opened my savings account from HDFC and i have chosen this bank before 5 years. Since its a private and the service will be good. I need to maintain a minimum balance of Rs. 5000. They are not taking any kind of hidden charges. Branch service is good and the staffs are very kind and co-operative. I can withdraw upto Rs. 5 lakh on a daily basis.,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Great!,0
FELI,"Dec 17, 2019",Bangalore,review,5,"""Good Service""",I have Vijaya Bank saving account for the past 12 years .I am using mobile bankig service it is used for money transfer and this is very much user friendly .Customer service is also good and getting good response .Each and every transaction will be safe and secure .I am satisfied with the overall banking service .,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,0
AMBI,"Dec 17, 2019",Bangalore,HDFC Bank,4,"""Good Account""","Holding HDFC salary account for last 10 years but i didn't faced any single issue. I have visited their branch once and the staffs are very helpful. Its very good to access the online banking facility. Its a zero balance salary account. There is no requirement of contacting the customer care if i have any, i directly visit their branch. I won't recommend this bank for savings account because minimum balance maintenance charges very high.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Great!,0
ANONYMOUS,"Dec 17, 2019",Mohali,SBI,2,"""Needs to be improved""","Earlier i had a savings account from SBI and i do not like their services. Because whenever i go to their branch for any kind of services, i need to wait for a long time. Even their staff response was very rude. I haven't interacted with the call center people over the phone.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Expected more,0
ANONYMS,"Dec 17, 2019",Mohali,Axis Bank,5,"""Excellent Service""","Axis bank service is excellent. The employees are very fast in service and their customer care was educative, they are always ready to provide the prompt response. I use their net banking which is good. I don't need to wait in a long queue whenever i visit their branch since its my salary account, there is no minimum balance required. They are not taking any hidden charges till now.",https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0
A  SINGHAL,"Dec 17, 2019",Meerut,SBI,4,"""Good Service""",I am using State Bank Of India Saving account for more than 15 years .I am using net banking service as well as mobile banking service both are very user friendly and it is used for any payments and also for transaction it is used .Every transaction will be safe and secure .,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Great!,1
NAGARAJAN,"Dec 16, 2019",Chennai,HDFC Bank,5,"""Good to use""","For more than 5 years,  i'm holding the salary account from HDFC. Its a hassle free account to use. Its a zero balance account. Customer care service is good.  The website is easy to access and i can do the transactions without any hassle. They are not deducting any kind of additional charges for NEFT and IMPS Transactions.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0
H SETHI,"Dec 16, 2019",Gurgaon,Kotak,5,"""Goo""",I have Kotak Mahindra Bank Salary account which i am using recently and their net banking service & mobile banking service very much comfortable to access .Mostly am using this service for money transfer  and overall banking service is fine.,https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Blown Away!,0
HARAN,"Dec 16, 2019",Chennai,review,4,"""Average Service""",I am using Karur Vysya Bank Salary account for the past 6 years .I am using net banking service as well as mobile banking service both are very much comfortable and it is used for money transfer only.There was no difficulties faced so far on using this account .This service was quite average according to me.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Great!,1
TRUPTHI,"Dec 16, 2019",Bangalore,Axis Bank,4,"""Nice Account""",Holding my salary account from Axis bank and i use it for last 8 years. Its a zero balance account. I am experienced of their net banking facility and mobile app and its good. I have visited their branch 4 years back and they provided me a prompt response. There is no hidden charges deducted so far.,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Great!,0
SHATH,"Dec 16, 2019",Kolkata,IDBI,5,"""Best  Service""","I have IDBI saving account for the past 7 years .I am using net banking service as well as mobile banking service both are very much user friendly and it is used mostly for money transfer ,recharge and for Emi payments only.Am  satisfied with the overall banking service.",https://static.bankbazaar.com/images/common/bank-logo/idbi.png,Blown Away!,1
BAKKAPPA,"Dec 16, 2019",Bangalore,review,5,"""Need to improve the customer support""",Opened my savings account 5 years ago and i have chosen Karnataka bank because the branch was near to my home hence i can access easily. Their response is getting delayed all the time by their customer care if i called them regarding any issues. I have requested them  to active the Internet banking facility but they have not done the same.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,1
NATARAJAN,"Dec 15, 2019",Chennai,IndusInd Bank,5,"""Excellent service""","I am using INDUSIND salary account for last 7 years. It is a zero balance account. I can select my required denomination is Indusind bank ATM, which is very useful. Five transactions are free in other bank atm  and can do n number of transaction in existing bank atm. Notification are send on time and the mobile application is very simple and user friendly.",https://static.bankbazaar.com/images/common/bank-logo/indusind.png,Blown Away!,3
ANONYMS,"Dec 14, 2019",Kolhapur,Axis Bank,4,"""Okay Account""",Using my savings account from Axis bank i started using this account from the year of 2007. I have to maintain a minimum balance of Rs. 5000. Their Internet banking facility and mobile app is easy to use. They are not taking any kind of hidden charges. I have visited their branch  regarding some issue and the same has been rectified,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Great!,0
KUMAR,"Dec 14, 2019",Hyderabad,HDFC Bank,5,"""Need to decrease charges""","I am holding a saving account  with HDFC bank for more than 2 years. There is no hidden charges in this bank. It is a  minimum balance account to maintain of 10K. I am using mobile app and net banking both are user friendly to access. I use to get an alert messages from bank whenever I do a transactions. ACB charges are applicable if I not maintain a minimum amount in account, on monthly basis charge of 1200 rupees.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0
ANONYMS,"Dec 14, 2019",Bangalore,Canara Bank,5,"""Very Friendly account""","I'm not using Canara bank savings account much. Without any special reason, I have chosen this bank. I went to their branch to open this account and the staffs are very helpful. I need to maintain a minimum balance of Rs. 2,000. I'm not using the net banking facility and mobile app. They are deducting the annual maintenance charges and other ATM withdrawal charges.",https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png,Blown Away!,1
ANONYMOUS,"Dec 14, 2019",Hyderabad,review,4.5,"""Good Service""",I am holding saving account with BANK OF INDIA. In this bank mobile app and net banking are not applicable. Need to maintain a minimum balance of 500 rupees. ATM machine is not working.If I not maintain minimum balance charges are applicable of 300 rupees.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Excellent!,2
ANONYMOUS,"Dec 14, 2019",Hyderabad,HDFC Bank,4.5,"""Good """,Just 4 months before I opened  a salary  account in HDFC bank . There is no hidden charges in this bank. It is a  zero balance account. I am not using mobile app. ATMs and branches are near to reach them directly. I use to get offers message for shopping  and discount will be avail up to 10%.,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Excellent!,2
SUNDAR,"Dec 13, 2019",Bangalore,Kotak,3,"""Not good service ""","I was holding saving account KOTAK bank on 13 years before. There was no any hidden charges in this account. But need to maintain a minimum balance of 10K was very high for me. On that period of time, it was a huge amount so due to this reason, I have closed the account on 8 years before.",https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Satisfactory,0
SHAN,"Dec 13, 2019",Bangalore,review,1,"""Need to improve customer service """,KARNATAKA BANK service is not up to the mark. The customer service is not giving proper response. It is minimum balance account to maintain of 5000 rupees. So due to this reason I have closed the account. It was opened on 15 years before for savings.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Really Bad,5
KANNAPPA,"Dec 13, 2019",Bangalore,Canara Bank,5,"""Good service ""","I am holding saving account with CANARA BANK for more than 5 years. Their service is good. If I contact for any query they response would be prompt. Need to maintain a minimum balance of 1000 rupees. If not charges are applicable of 150 rupees. Mobile app and net banking, both are user friendly to access.",https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png,Blown Away!,1
S B,"Dec 13, 2019",Kochi,Axis Bank,3,"""Not a perfect account for ordinary people""",I have a savings account from Axis bank. I don't do much transaction from this bank because the process is not that much good. I use this account for loan repayment purpose. Axis bank mobile app is not working properly because every time it makes a problem. I tried to talk with Axis bank customer care but they are not responding properly.,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Satisfactory,0
S B,"Dec 13, 2019",Kochi,review,5,"""Very Good bank for everyone""","South Indian bank account was my savings account but now salary is credited to this bank. My friend have suggested me about this bank. I like the mobile app since i do all the transaction with that. I opened the account 3 years back. I do not use the Internet banking. The branch experience was good. Compared to other bank, the charges are cheaper.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,0
CH,"Dec 13, 2019",Kolkata,review,4,"""Need to decrease charges""",I have opened a saving account in BANK OF BARODA for my personal need. I am holding for more than 5 years. It is minimum balance account to maintain of 1000 rupees. SMS charges are available. I use to get alert message on delay of 1 hour. Mobile app is good to use.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Great!,0
ND,"Dec 13, 2019",Kolkata,SBI,5,"""Need to decrease charges""",I am holding salary account with SBI for more than 10 years. There is no hidden charges in this bank. It is a  zero balance account. I am using mobile app and it is user friendly to access. SMS and alert charges are applicable in this account. I use to get an alert messages from bank whenever I do a transaction. ATM charges are applicable if I do transaction more than 5 times in a month.,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0
CHITHRA,"Dec 13, 2019",Bangalore,review,5,"""Helpful Account""",Using my savings account from Bank of Baroda and i am having this for last 12 years. I'm not checked about the minimum balance. I have not experienced of their Internet banking and mobile app. I have visited the ISRO Layout branch and they are giving a good response because the staffs are very friendly.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,0
SHAMEERU,"Dec 13, 2019",Chennai,HDFC Bank,3,"""Good Service""",I am using HDFC Bank saving account for more than 5 years.I am using net banking service as well as mobile banking service it is mostly used for cheque transfer and also get the updates about the transaction details .Customer service is also good and getting proper response .,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Satisfactory,0
RAHUL  SAWHNEY,"Dec 13, 2019",New delhi,review,4,"""Good Account""","From the Oriental bank, I'm holding the account for past 3 years. I didn't face any issued till now. Its a zero balance maintenance account since its my salary account and the executive came to my office to open this account. Overall the process was good and easy.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Great!,1
SAWHNEY,"Dec 13, 2019",New delhi,SBI,5,"""Good Account""",I have opened the savings account from State Bank of India and i took the account 4 years ago. Its because of the good service than any other banks so that i availed this account. Its good to use the Internet banking and mobile app facility. I need to maintain a minimum balance of Rs. 1000 and they are charging for other bank ATM withdrawals.,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0
DARA,"Dec 13, 2019",Chennai,Axis Bank,5,"""Good""",I am holding a salary account with AXIS BANK for the past 4 years. There is no any hidden charges are avail in this account. Near to my place there is only one cash deposit machine but nowadays which is out of service and earlier it was useful. So I am unable to use it. I am using both mobile app and net banking both are user friendly. No ATM charges are available.,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0
SENTHIL,"Dec 13, 2019",Chennai,Kotak,1,"""Need to decrease charges for withdraw the amount""",I am holding a saving account with KOTAK bank for more than 3 years. Whenever I try to withdraw some money charges are applicable  and high in this bank. So later I have stopped using for withdrawing the amount. I am using mobile app and net banking both are user friendly. It is zero balance account. I get alert message as well mail whenever I do transaction.,https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Really Bad,0
MUTHAMIL,"Dec 13, 2019",Chennai,HDFC Bank,5,"""Super Account""",I have been using the salary account from HDFC bank. I went to their branch and the service has been good. Its a zero balance account. Net banking and mobile app is very useful. The website is easy to understand. They are deducing nominal charges for the fund transfer as per the bank policies.,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0
JAGA,"Dec 13, 2019",Bangalore,review,5,"""Best  Service""",I am using Corporation Bank saving account .I am using net banking service as well as mobile banking service both are very user friendly .Each transaction will be safe and secure and there was no difficulties faced so far .I am satisfied with the service.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,0
P SWAMY,"Dec 13, 2019",Bangalore,review,5,"""Best  Service""","I am having Vijaya Bank Saving account .This saving account is very useful ,I am using net banking service as well as mobile banking service both are very user friendly and customer service is also good and there was no difficulties faced so far on using this bank account .",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,0
PUTTASWAMY,"Dec 13, 2019",Bangalore,Canara Bank,5,"""Best  Service""",I have Canara Bank saving account till now .I am using net banking service as well as mobile banking service both are very user friendly .I am using this service to check transaction details .Customer service is also good and there was no difficulties faced so far .,https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png,Blown Away!,0
S K V,"Dec 13, 2019",Chennai,review,5,"""Best Account""",I have been using the salary account with Bank of Baroda and i am holding it for last 8 years. I am not experienced of their net banking facility but mobile banking options are easy to use. I'm not withdrawing the money from other ATM hence I'm not aware of the charges. I am always maintaining a minimum balance of Rs. 10000.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,1
A N M,"Dec 13, 2019",New delhi,review,5,"""Very Good Bank""","2 months before, i have opened the savings account from Oriental bank of Commerce. Since the bank is nearby my place so that i have selected this bank. They have sent me a debit card and cheque on time once i opened the account. I have visited their branch directly to open this account. The branch is not much crowded and the response is prompt.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,0
A N M,"Dec 13, 2019",New delhi,SBI,5,"""Very Good Bank""","Last 6 years, i am using the salary account from SBI. Its convenient to use their Internet banking and mobile app facility. Its a zero balance account. Frequently, i have visited their branch and the response is good. The staffs are responsive.  I am receiving the notification when i am doing the withdrawals and deposit.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0
DH,"Dec 12, 2019",Chennai,review,3,"""Need to decrease minimum amount to maintain on the account""",I was holding KARUR VYSYA BANK on 5 years before. Mobile app and net banking both are user friendly to access. It is need to maintain 1000 rupees and there is no hidden charges. If not they will charge  300 rupees on monthly basis which was high. So  due to this reason I have closed the account.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Satisfactory,0
SEKARAN,"Dec 12, 2019",Chennai,Axis Bank,5,"""Need to be easy to connect customer service """,I am having a salary account with AXIS bank for more than 2-3 years. No need to maintain a minimum balance and some charges are applicable in this account based on transaction. Mobile app and net banking both are user friendly to access. If I contact the customer service is taking long time to connect them around 20 minutes which can be easy.,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0
KHED,"Dec 12, 2019",Pune,SBI,4,"""Good Service""",I  am using State Bank Of India saving account for the past 15 years.I am using net banking service as well as mobile banking service both are much useful.This service is very useful for money transfer and it is very user friendly .I have not faced any drawbacks so far .Customer service was pretty good and  i am satisfied with the service .,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Great!,0
SH,"Dec 12, 2019",Bangalore,Axis Bank,3.5,"""Good Saving Account""",I am holding salary account with AXIS BANK for more than a year. There is no any hidden charges are avail. Since it is a salary account no need to maintain a minimum balance. ATM and branches are near and the services are good. I use to get alert messages on time.,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Pretty good,0
PA,"Dec 12, 2019",Bangalore,Canara Bank,4.5,"""Good""","For my personal purpose,  I have opened a saving account with CANARA bank on 10 years before. Need to maintain a minimum balance of 1000 rupees. If I do a transactions more than 6 times then ATM charges are applicable of 100 rupees. I am using net banking and it is user friendly. I use to get message if any offers avail from this bank.",https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png,Excellent!,1
AR,"Dec 12, 2019",Jaipur,SBI,5,"""Good bank""",I am holding salary account with SBI for more than 5 years. I am not getting any issue for account transfer and by their mobile banking itself can switch to easy process fpr amount transfer. No need to maintain a minimum balance on this account. ATM charges are avail if I exceed more than 4 transactions then charges are apply.,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0
MURTHY,"Dec 12, 2019",Bangalore,HDFC Bank,5,"""Need to prefer the customer for premium banking""","For my personal needs, I have opened  the saving account with HDFC bank on 8 years before. It is a minimum balance account  of 10K. I don't use much ATM rather I would prefer to use online transaction. If I get any offers directly I get call from bank and they will provide the details. I am using mobile app and net banking both are user friendly.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0
KRISH,"Dec 12, 2019",Bangalore,Axis Bank,5,"""Good bank account """,I am holding salary account with AXIS bank for the past 2 years. Since it is salary account no need to maintain a minimum balance account. There is no any charges are avail in this account. I use to get alert messages and as well mails on time whenever I do transaction. No ATM charges are applicable.,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0
ANONYMOUS,"Dec 11, 2019",Kolkata,review,5,"""Good Account""","From 2005, i have been using the savings account from Andhra bank because in this bank only i have started carrier. Earlier i have used the online banking and mobile app facility both is very good.  I have visited their branch for dropping the money or general enquiry and the response was fine.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,1
ANONYMOUS,"Dec 11, 2019",Kolkata,Axis Bank,5,"""Good Account""",Opened my salary account from Axis bank and i am holding this account for last 2 months. Its a zero balance account. There is no extra charges for the fund transfer facility. They are not giving any good offers for debit card. I'm not yet visited their branch.,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0
ANONYMS,"Dec 11, 2019",Kolkata,SBI,4,"""Good Account""","In my first office, they have provided me a salary account with SBI once i resigned my job, i have converted my account into savings account without any charges. I need to maintain a balance of Rs. 3000 after the conversion because earlier it was a zero balance account. SBI staff response is very good.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Great!,0
A O,"Dec 11, 2019",Jaipur,HDFC Bank,5,"""Best savings account""","I am doing all my transactions through HDFC Bank. Its been 2 years, which is a salary cum savings account. There is no requirement for minimum balance but am keeping some balance on a monthly basis. The branch is near by to my residence. Customer service was good. They have provided me an international debit card.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0
P K,"Dec 11, 2019",Bangalore,SBI,5,"""Best Bank""","Took my savings account 3 years ago. I have chosen State bank of India because its one of the best bank in India. I gone to the branch and the response is really good. I have not tried the net banking facility. They are not deducted any kind of hidden charges in my account. In a day, i am able to withdraw a money upto Rs. 20000 from the ATM under a classic account.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,1
KUMAR,"Dec 11, 2019",Bangalore,Canara Bank,5,"""Service is better""","My previous savings account in Canara bank and its one of the public sector bank even though the service is really good. I need to hold a balance of Rs. 1000. 9 years back, i have started using this account. I can find the ATMs in all the places but I do not find any offers. When i do transaction, i receive the notification immediately.",https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png,Blown Away!,1
KUMAR,"Dec 11, 2019",Bangalore,review,5,"""Better banking""","Near about 1.5 year, i have been holding the salary account with Bank of Baroda. Its a zero balance account. I have not used the Internet banking facility but app is there and I'm using it for checking mini statement and balance enquiry. I went to the branch and the response is awesome.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,1
S  SARDAR,"Dec 10, 2019",Kolkata,Kotak,5,"""Excellent Service""",I have Kotak Mahindra Bank Saving account which i am using for the past 2 years .I am using net banking service as well as mobile banking service both are very useful and it is used for money transfer  and recharge .Each transaction details can be tracked through  online as well .,https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Blown Away!,0
PRANAV,"Dec 10, 2019",Jaipur,HDFC Bank,5,"""Good bank""",I have been using salary account with HDFC bank for more than 8 years and its been very good experience. This is an international debit card and i can withdraw cash every day Rs. 50k and also i am getting alert messages. If i do 5 transactions with other bank ATM's then they charge Rs. 20.,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0
B M,"Dec 10, 2019",Bangalore,SBI,3,"""Need to improve the customer care""","In SBI customer care, they are not responding properly. I'm getting lots of cross talk when i talk with them. I am holding my savings account from SBI from the year of 2012. Its a zero balance account and i have been using the net banking and mobile app facility. I visited the branch 1 month before but the staffs response is not that much prompt hence I'm not satisfied.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Satisfactory,0
MALLELA,"Dec 10, 2019",Bangalore,SBI,3,"""Need to improve the customer care""","In SBI customer care, they are not responding properly. I'm getting lots of cross talk when i talk with them. I am holding my savings account from SBI from the year of 2012. Its a zero balance account and i have been using the net banking and mobile app facility. I visited the branch 1 month before but the staffs response is not that much prompt hence I'm not satisfied.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Satisfactory,0
RAJU,"Dec 10, 2019",Mumbai,Axis Bank,4,"""Good Service""",I have Axis Bank saving account which i am using for the past 2 years .I am getting message alert as well as email alert .Customer  service is also good and satisfied .Each and every transaction will be safe and secure .Banking service is much comfortable and there was no difficulties faced so far .,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Great!,0
L K,"Dec 10, 2019",Bangalore,Canara Bank,4,"""Good service""",I hold a salary account with Canara bank for more than 3 years. I use net banking facilities which is easy and very useful for fund transfer.Debit card maintains charges are around Rs.150 to 200 per year. ATMs are very sufficient. Customer support is very good.,https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png,Great!,2
KUMAR,"Dec 10, 2019",Bangalore,review,4,"""Good service""","I am holding the savings account with INDIAN BANK for past 6 years. Initially the minimum balance want to maintain as Rs.500, but now increased to Rs.1,000. Bank executive response is good. I am not using this account on a regular basis and the branch is 10km far from my location.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Great!,0
MURTHY,"Dec 10, 2019",Mumbai,HDFC Bank,4,"""Good Service""","I have HDFC Bank saving account for the past 16 years .I am using net banking service as well as mobile banking service both are very much user friendly .I am using this service for money transfer ,Each transaction will be safe and secure always.Now a days i am not going to bank  since can track all  details through online .",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Great!,0
Ashok Sankaran,"Dec 10, 2019",Thiruvananthapuram,review,0.5,"""Cheating money""","Stealing money tired of calling the Manager, now stopped using federal bank and left it idle, now using ESAF and Union bank, really delighted with the services. Regarding Mudra loan first of all federal is not at all supportive, even if they provide Mudra loan their interest rates are 12% and Union bank is 9%only, federal steals money with different terms",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Unacceptable,18
TAJ,"Dec 10, 2019",Bangalore,review,5,"""Fine banking""","My savings account was chosen from Tamilnad Mercantile bank because of the good response in the branch. Last 8 months before, i have availed this account. I need to maintain a minimum balance of Rs. 3000. I'm using only mobile banking and its good to use.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,2
NESWANKAR,"Dec 09, 2019",Navi mumbai,Kotak,5,"""Good Service""",I have Kotak Mahindra Bank credit card which was taken through Bank directly.This was a free card and the credit limit was really good and there are very useful cash back offers as well as reward points .I have submitted the required documents for this credit card.I am comfortable on using this credit card .,https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Blown Away!,0
BHIM,"Dec 09, 2019",Surat,SBI,2,"""Best  Service""",I have State Bank Of India salary account for the past 7 years .I am using net banking service as well as mobile banking service it is used for money transfer and also can check the details about all the transactions .Customer service is also good and i am satisfied with the service so far.,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Expected more,0
PARDEE,"Dec 09, 2019",Chandigarh,IndusInd Bank,4,"""Need to decrease charges to maintain account""","Since 2012,  I am holding saving as well as salary account with INDUSIDND bank. It is minimum balance account to maintain of 10K is high amount and if not maintenance charges are applicable of 118 rupees. On quarterly basis alert message charge is applicable of 27 rupees. Atm charge is avail on annual basis of  250 rupees. I won't use the card more than 3- 4 times. Atm and branches are near around of 2-3 kms. I am using both mobile app and net banking.",https://static.bankbazaar.com/images/common/bank-logo/indusind.png,Great!,5
DHANUSH,"Dec 09, 2019",Bangalore,Kotak,5,"""Good Service""",I am using kotak Mahindra Bank saving account for the past 6 months .I am getting message alert as well as email alert for each and every transaction.Banking  service is also good and comfortable as well .Customer service is very nice and transaction will be safe and secure .,https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Blown Away!,0
RAJA,"Dec 09, 2019",Hyderabad,Axis Bank,4,"""Good service""",I hold a salary account with AXIS BANK for past 7 months. Mobile application is user friendly. I use this application for fund transfer and to check the offer on my profile. I get notification on time through email and messages. No charges for debit card.,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Great!,0
